1995,1.0
1996,0.9986907643720138
1997,0.9873049227143194
1998,0.93168504064507
1999,0.9942877754911923
2000,0.9913141952032305
2001,0.9880428174275533
2002,0.9858305476178528
2003,0.9887284599843938
2004,0.9879719689137851
2005,0.9897617312152317
2006,0.9768570603398238
2007,0.9825695309342477
2008,0.9788330329800925
2009,0.9699371817925515
2010,0.9786401001771814
2011,0.9704839965353795
2012,0.9768519550315261
2013,0.9777531307683306
2014,0.9717401840838539
2015,0.9881299015670233
2016,0.9789784550187322
2017,0.9776277710180499
2018,0.9782267414838565
2019,0.9747258145470998
